format,id,name,description,location,createdAt,lastModified,partitionColumns,clusteringColumns,numFiles,sizeInBytes,properties,minReaderVersion,minWriterVersion,tableFeatures,statistics,clusterByAuto,table_name
delta,8024d144-9f3d-4c60-b780-e5e303d00e6d,silver_dev.customer_riskrating_scoring.reference_contractssummary,null,abfss://silver-dev@rakbankdatapdevdls001.dfs.core.windows.net/__unitystorage/catalogs/c36638e6-a826-42ac-9620-24bed62c8227/tables/7de39d84-7e08-4324-ac0b-ec1f59448dd9,2026-04-08T06:52:32.652Z,2026-04-21T12:49:46Z,[],[],4,42135,"{""delta.parquet.compression.codec"":""zstd"",""delta.enableDeletionVectors"":""true"",""delta.checkpoint.writeStatsAsStruct"":""true"",""delta.enableRowTracking"":""true"",""delta.checkpoint.writeStatsAsJson"":""false"",""delta.rowTracking.materializedRowCommitVersionColumnName"":""_row-commit-version-col-af252e46-f867-4d13-962e-34dc6e866d67"",""delta.rowTracking.materializedRowIdColumnName"":""_row-id-col-24fd52ef-57cc-42e8-8467-d8072ebc3ba6""}",3,7,"[""appendOnly"",""deletionVectors"",""domainMetadata"",""invariants"",""rowTracking""]","{""numRowsDeletedByDeletionVectors"":0,""numDeletionVectors"":0}",false,reference_contractssummary
delta,ea020da6-6075-4082-ba0f-3a8541c5de8f,silver_dev.customer_riskrating_scoring.customer_riskrating_scoring,null,abfss://silver-dev@rakbankdatapdevdls001.dfs.core.windows.net/__unitystorage/catalogs/c36638e6-a826-42ac-9620-24bed62c8227/tables/802228d5-b135-4ab7-8630-72b5afeb0497,2025-10-12T19:05:12.16Z,2025-12-11T12:42:55Z,[],[],1,277191,"{""delta.enableDeletionVectors"":""true"",""delta.checkpoint.writeStatsAsStruct"":""true"",""delta.enableRowTracking"":""true"",""delta.checkpointPolicy"":""v2"",""delta.checkpoint.writeStatsAsJson"":""false"",""delta.rowTracking.materializedRowCommitVersionColumnName"":""_row-commit-version-col-4479d807-2344-4853-9815-43e3a2674494"",""delta.rowTracking.materializedRowIdColumnName"":""_row-id-col-ac609b8d-728f-4f0e-8000-1ae756033964""}",3,7,"[""appendOnly"",""clustering"",""deletionVectors"",""domainMetadata"",""invariants"",""rowTracking"",""v2Checkpoint""]","{""numRowsDeletedByDeletionVectors"":0,""numDeletionVectors"":0}",true,customer_riskrating_scoring
delta,0de4cd68-03aa-48e8-a187-b2d2888edc8f,silver_dev.customer_riskrating_scoring.reference_contractslink,null,abfss://silver-dev@rakbankdatapdevdls001.dfs.core.windows.net/__unitystorage/catalogs/c36638e6-a826-42ac-9620-24bed62c8227/tables/8245b63f-1fdb-400b-b544-2c5499a16d57,2026-04-08T06:52:49.698Z,2026-04-21T12:49:57Z,[],[],2,16534,"{""delta.parquet.compression.codec"":""zstd"",""delta.enableDeletionVectors"":""true"",""delta.checkpoint.writeStatsAsStruct"":""true"",""delta.enableRowTracking"":""true"",""delta.checkpoint.writeStatsAsJson"":""false"",""delta.rowTracking.materializedRowCommitVersionColumnName"":""_row-commit-version-col-c9cb0f65-2260-488f-9885-3da8f5427266"",""delta.rowTracking.materializedRowIdColumnName"":""_row-id-col-afbfb722-8c1e-491b-b826-68e20f16ea2a""}",3,7,"[""appendOnly"",""deletionVectors"",""domainMetadata"",""invariants"",""rowTracking""]","{""numRowsDeletedByDeletionVectors"":0,""numDeletionVectors"":0}",false,reference_contractslink
delta,7d37f1ad-ca68-4cb5-abe9-400d71b8aed3,silver_dev.customer_riskrating_scoring.reference_addressinfo,null,abfss://silver-dev@rakbankdatapdevdls001.dfs.core.windows.net/__unitystorage/catalogs/c36638e6-a826-42ac-9620-24bed62c8227/tables/87bbfb54-f7f0-4cae-9490-621a3254a061,2026-04-08T06:52:44.535Z,2026-04-21T12:49:17Z,[],[],22,251511,"{""delta.parquet.compression.codec"":""zstd"",""delta.enableDeletionVectors"":""true"",""delta.checkpoint.writeStatsAsStruct"":""true"",""delta.enableRowTracking"":""true"",""delta.checkpoint.writeStatsAsJson"":""false"",""delta.rowTracking.materializedRowCommitVersionColumnName"":""_row-commit-version-col-9e4bc0c9-be78-4f7d-94a5-b04196755ff4"",""delta.rowTracking.materializedRowIdColumnName"":""_row-id-col-69e2e18a-bf9f-4af5-b01e-6e70496bd739""}",3,7,"[""appendOnly"",""deletionVectors"",""domainMetadata"",""invariants"",""rowTracking""]","{""numRowsDeletedByDeletionVectors"":0,""numDeletionVectors"":0}",false,reference_addressinfo
delta,ceec41f5-8a7d-4a64-b927-4aae592926a7,silver_dev.customer_riskrating_scoring.customer_score_history,null,abfss://silver-dev@rakbankdatapdevdls001.dfs.core.windows.net/__unitystorage/catalogs/c36638e6-a826-42ac-9620-24bed62c8227/tables/94d4284c-518a-4d61-8719-c9e626cc0ae2,2025-12-29T08:51:52.351Z,2026-03-24T14:20:42Z,[],[],2,13428,"{""delta.parquet.compression.codec"":""zstd"",""delta.enableDeletionVectors"":""true"",""delta.enableRowTracking"":""true"",""delta.checkpointPolicy"":""v2"",""delta.rowTracking.materializedRowCommitVersionColumnName"":""_row-commit-version-col-d3a74002-60b0-455b-a1fd-d27c0649a5f2"",""delta.rowTracking.materializedRowIdColumnName"":""_row-id-col-4647b8c7-505c-40ed-8d6c-f866033ff2a2""}",3,7,"[""appendOnly"",""clustering"",""deletionVectors"",""domainMetadata"",""invariants"",""rowTracking"",""v2Checkpoint""]","{""numRowsDeletedByDeletionVectors"":0,""numDeletionVectors"":0}",true,customer_score_history
delta,d8c71bc4-26df-49c5-bc8c-4285d4fee2ae,silver_dev.customer_riskrating_scoring.reference_cases,null,abfss://silver-dev@rakbankdatapdevdls001.dfs.core.windows.net/__unitystorage/catalogs/c36638e6-a826-42ac-9620-24bed62c8227/tables/996f7c72-cc67-4d9f-8cab-6b9fb4629caa,2026-04-08T06:52:51.942Z,2026-04-21T12:49:43Z,[],[],0,0,"{""delta.parquet.compression.codec"":""zstd"",""delta.enableDeletionVectors"":""true"",""delta.checkpoint.writeStatsAsStruct"":""true"",""delta.enableRowTracking"":""true"",""delta.checkpoint.writeStatsAsJson"":""false"",""delta.rowTracking.materializedRowCommitVersionColumnName"":""_row-commit-version-col-02d3a9af-b863-4bd5-8658-afe0ac7b6fc1"",""delta.rowTracking.materializedRowIdColumnName"":""_row-id-col-6e40a8ed-d8ee-469b-b39d-97208ae0bd76""}",3,7,"[""appendOnly"",""deletionVectors"",""domainMetadata"",""invariants"",""rowTracking""]","{""numRowsDeletedByDeletionVectors"":0,""numDeletionVectors"":0}",false,reference_cases
delta,3546b886-3568-4237-a238-31c0609cfce6,silver_dev.customer_riskrating_scoring.reference_lkp_contractstatustype,null,abfss://silver-dev@rakbankdatapdevdls001.dfs.core.windows.net/__unitystorage/catalogs/c36638e6-a826-42ac-9620-24bed62c8227/tables/a5ad79fa-1d47-49a0-9dc5-b7bf9bef0185,2026-04-08T06:52:28.225Z,2026-04-21T12:49:35Z,[],[],4,13830,"{""delta.parquet.compression.codec"":""zstd"",""delta.enableDeletionVectors"":""true"",""delta.checkpoint.writeStatsAsStruct"":""true"",""delta.enableRowTracking"":""true"",""delta.checkpoint.writeStatsAsJson"":""false"",""delta.rowTracking.materializedRowCommitVersionColumnName"":""_row-commit-version-col-a0beb75e-3c6e-4a1d-9568-ad1de1229fdf"",""delta.rowTracking.materializedRowIdColumnName"":""_row-id-col-f9355c27-d107-41c1-b2dd-b1ed46d9fe4d""}",3,7,"[""appendOnly"",""deletionVectors"",""domainMetadata"",""invariants"",""rowTracking""]","{""numRowsDeletedByDeletionVectors"":0,""numDeletionVectors"":0}",false,reference_lkp_contractstatustype
delta,beffcb93-7b8a-41a9-9ec8-14e49106d380,silver_dev.customer_riskrating_scoring.reference_risk_model,null,abfss://silver-dev@rakbankdatapdevdls001.dfs.core.windows.net/__unitystorage/catalogs/c36638e6-a826-42ac-9620-24bed62c8227/tables/a78eb19c-29e1-4e0c-911d-b2efb35c227e,2025-09-16T19:10:54.187Z,2026-03-24T14:20:37Z,"[""Applicable_Segment_Code""]",[],1936,6086421,"{""delta.enableDeletionVectors"":""true""}",3,7,"[""appendOnly"",""deletionVectors"",""invariants""]","{""numRowsDeletedByDeletionVectors"":0,""numDeletionVectors"":0}",false,reference_risk_model
delta,c3d788e2-698b-49f5-86d3-11a25ac7a2db,silver_dev.customer_riskrating_scoring.reference_custinfo_company,null,abfss://silver-dev@rakbankdatapdevdls001.dfs.core.windows.net/__unitystorage/catalogs/c36638e6-a826-42ac-9620-24bed62c8227/tables/ac0a4f48-5d47-4462-821f-aba781b0a2a6,2026-04-08T06:52:54.084Z,2026-04-21T12:49:42Z,[],[],4,65156,"{""delta.parquet.compression.codec"":""zstd"",""delta.enableDeletionVectors"":""true"",""delta.checkpoint.writeStatsAsStruct"":""true"",""delta.enableRowTracking"":""true"",""delta.checkpoint.writeStatsAsJson"":""false"",""delta.rowTracking.materializedRowCommitVersionColumnName"":""_row-commit-version-col-3738d7bb-6da0-42de-b198-1bb53b83403a"",""delta.rowTracking.materializedRowIdColumnName"":""_row-id-col-88c0c9bf-6e06-403b-a52b-f08bfa7efe36""}",3,7,"[""appendOnly"",""deletionVectors"",""domainMetadata"",""invariants"",""rowTracking""]","{""numRowsDeletedByDeletionVectors"":0,""numDeletionVectors"":0}",false,reference_custinfo_company
delta,e6f33bd0-44fc-48db-9afe-e7c689250318,silver_dev.customer_riskrating_scoring.reference_identityinfo,null,abfss://silver-dev@rakbankdatapdevdls001.dfs.core.windows.net/__unitystorage/catalogs/c36638e6-a826-42ac-9620-24bed62c8227/tables/ad01f49f-7829-4872-9c04-dce55a1e2121,2026-04-08T06:52:43.474Z,2026-04-21T12:49:35Z,[],[],22,991389,"{""delta.parquet.compression.codec"":""zstd"",""delta.enableDeletionVectors"":""true"",""delta.checkpoint.writeStatsAsStruct"":""true"",""delta.enableRowTracking"":""true"",""delta.checkpoint.writeStatsAsJson"":""false"",""delta.rowTracking.materializedRowCommitVersionColumnName"":""_row-commit-version-col-1ff0df69-d2b0-4878-820d-2844dce6bbb1"",""delta.rowTracking.materializedRowIdColumnName"":""_row-id-col-74fce9f8-6d17-4d65-9294-d36ea61d2337""}",3,7,"[""appendOnly"",""deletionVectors"",""domainMetadata"",""invariants"",""rowTracking""]","{""numRowsDeletedByDeletionVectors"":0,""numDeletionVectors"":0}",false,reference_identityinfo
delta,298d94e5-26c1-4f55-ba4d-da9b8d0c0846,silver_dev.customer_riskrating_scoring.reference_score,null,abfss://silver-dev@rakbankdatapdevdls001.dfs.core.windows.net/__unitystorage/catalogs/c36638e6-a826-42ac-9620-24bed62c8227/tables/ae97d40a-e547-4e8a-93f8-a4fc80a0c7ce,2026-04-08T06:52:40.108Z,2026-04-21T12:49:20Z,[],[],26,234569,"{""delta.parquet.compression.codec"":""zstd"",""delta.enableDeletionVectors"":""true"",""delta.checkpoint.writeStatsAsStruct"":""true"",""delta.enableRowTracking"":""true"",""delta.checkpoint.writeStatsAsJson"":""false"",""delta.rowTracking.materializedRowCommitVersionColumnName"":""_row-commit-version-col-69ea734d-a440-4341-ae49-259e8a165755"",""delta.rowTracking.materializedRowIdColumnName"":""_row-id-col-3ccd5ced-3ab5-4b3d-ad1a-4c1a4ec3550e""}",3,7,"[""appendOnly"",""deletionVectors"",""domainMetadata"",""invariants"",""rowTracking""]","{""numRowsDeletedByDeletionVectors"":172,""numDeletionVectors"":4}",false,reference_score
delta,d49b6fe4-b65f-4dae-8087-004c1809be04,silver_dev.customer_riskrating_scoring.customer_collection_summary,null,abfss://silver-dev@rakbankdatapdevdls001.dfs.core.windows.net/__unitystorage/catalogs/c36638e6-a826-42ac-9620-24bed62c8227/tables/aebafc7d-f433-4040-a6b3-3604704f91c5,2025-12-29T22:39:21.833Z,2025-12-29T22:46:55Z,[],[],0,0,"{""delta.parquet.compression.codec"":""zstd"",""delta.enableDeletionVectors"":""true"",""delta.enableRowTracking"":""true"",""delta.checkpointPolicy"":""v2"",""delta.rowTracking.materializedRowCommitVersionColumnName"":""_row-commit-version-col-aebd8739-6ec5-4326-8926-8a48eaa9f1cb"",""delta.rowTracking.materializedRowIdColumnName"":""_row-id-col-ca262008-48bc-4931-93f4-06a050402a59""}",3,7,"[""appendOnly"",""clustering"",""deletionVectors"",""domainMetadata"",""invariants"",""rowTracking"",""v2Checkpoint""]","{""numRowsDeletedByDeletionVectors"":0,""numDeletionVectors"":0}",true,customer_collection_summary
delta,581d6eef-06ab-4705-8645-9996dbfc4acc,silver_dev.customer_riskrating_scoring.reference_aggregated_individualcontracts,null,abfss://silver-dev@rakbankdatapdevdls001.dfs.core.windows.net/__unitystorage/catalogs/c36638e6-a826-42ac-9620-24bed62c8227/tables/b1a2399f-1476-4ccf-880e-62e065e16bc7,2026-04-08T06:52:35.957Z,2026-04-21T12:49:48Z,[],[],4,12567169,"{""delta.parquet.compression.codec"":""zstd"",""delta.enableDeletionVectors"":""true"",""delta.checkpoint.writeStatsAsStruct"":""true"",""delta.enableRowTracking"":""true"",""delta.checkpoint.writeStatsAsJson"":""false"",""delta.rowTracking.materializedRowCommitVersionColumnName"":""_row-commit-version-col-fe6f0821-8583-40ba-89cf-1e3734045743"",""delta.rowTracking.materializedRowIdColumnName"":""_row-id-col-9a816d82-f08d-4b6e-a745-177309be1baa""}",3,7,"[""appendOnly"",""deletionVectors"",""domainMetadata"",""invariants"",""rowTracking""]","{""numRowsDeletedByDeletionVectors"":0,""numDeletionVectors"":0}",false,reference_aggregated_individualcontracts
